INDEX,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB,SUBURB LIST
2711,CAMBRIDGE,Street,,ROCKLEA,"R, ROCKLEA"
2712,CAMBRIDGE,Street,,WEST END,"W, WEST END"
2713,CAMBUS,Street,,RUNCORN,"R, RUNCORN"
2714,CAMDEN,Road,,WILLAWONG,"W, WILLAWONG"
2715,CAMDEN,Street,,ALBION,"A, ALBION"
2716,CAMELFORD,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2717,CAMELIA,Street,,CANNON HILL,"C, CANNON HILL"
2718,CAMELLIA,Lane,,MOGGILL,"M, MOGGILL"
2719,CAMELLIA,Place,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
2720,CAMELOT,Crescent,,MIDDLE PARK,"M, MIDDLE PARK"
2721,CAMELOT,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2722,CAMELOT,Street,,TENNYSON,"T, TENNYSON"
2723,CAMERON,Parade,,WYNNUM,"W, WYNNUM"
2724,CAMERON,Street,,FAIRFIELD,"F, FAIRFIELD"
2725,CAMERON,Street,,MCDOWALL,"M, MCDOWALL"
2726,CAMERON,Street,,NUNDAH,"N, NUNDAH"
2727,CAMERON,Street,,SOUTH BRISBANE,"S, SOUTH BRISBANE"
2728,CAMERON,Street,,WINDSOR,"W, WINDSOR"
2729,CAMFORD,Street,,MILTON,"M, MILTON"
2730,CAMILLE,Crescent,,WYNNUM WEST,"W, WYNNUM WEST"
2731,CAMIRA,Street,,ST LUCIA,"S, ST LUCIA"
2732,CAMLET,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
2733,CAMMERAY,Court,,WAKERLEY,"W, WAKERLEY"
2734,CAMONA,Street,,KELVIN GROVE,"K, KELVIN GROVE"
2735,CAMOOLA,Street,,KEPERRA,"K, KEPERRA"
2736,CAMP,Street,,TOOWONG,"T, TOOWONG"
2737,CAMPANA,Street,,OXLEY,"O, OXLEY"
2738,CAMPBELL,Avenue,,WACOL,"W, WACOL"
2739,CAMPBELL,Crescent,,BELLBOWRIE,"B, BELLBOWRIE"
2740,CAMPBELL,Street,,ALBION,"A, ALBION"
2741,CAMPBELL,Street,,BOWEN HILLS,"B, BOWEN HILLS"
2742,CAMPBELL,Street,,LUTWYCHE,"L, LUTWYCHE"
2743,CAMPBELL,Street,,PADDINGTON,"P, PADDINGTON"
2744,CAMPBELL,Street,,TARINGA,"T, TARINGA"
2745,CAMPBELL,Street,,TOOWONG,"T, TOOWONG"
2746,CAMPBELL,Street,,WAKERLEY,"W, WAKERLEY"
2747,CAMPBELL,Street,,WINDSOR,"W, WINDSOR"
2748,CAMPBELL,Terrace,,ALDERLEY,"A, ALDERLEY"
2749,CAMPBELL,Terrace,,OXLEY,"O, OXLEY"
2750,CAMPBELL,Terrace,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
2751,CAMPDEN,Court,,BROOKFIELD,"B, BROOKFIELD"
2752,CAMPHOR LAUREL,Close,,FITZGIBBON,"F, FITZGIBBON"
2753,CAMPHOR LAUREL,Court,,MCDOWALL,"M, MCDOWALL"
2754,CAMPHORLAUREL,Court,,STRETTON,"S, STRETTON"
2755,CAMPION,Avenue,,BARDON,"B, BARDON"
2756,CAMPLIN,Place,,CALAMVALE,"C, CALAMVALE"
2757,CAMPSEY,Street,,CHELMER,"C, CHELMER"
2758,CAMPUS,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
2759,CAMROSE,Street,,CHANDLER,"C, CHANDLER"
2760,CANADEL,Street,,CARSELDINE,"C, CARSELDINE"
2761,CANARA,Street,,COORPAROO,"C, COORPAROO"
2762,CANARA,Street,,NORMAN PARK,"N, NORMAN PARK"
2763,CANARY,Street,,INALA,"I, INALA"
2764,CANBERRA,Drive,,ASHGROVE,"A, ASHGROVE"
2765,CANBERRA,Street,,HEMMANT,"H, HEMMANT"
2766,CANDLEBARK,Crescent,,CHAPEL HILL,"C, CHAPEL HILL"
2767,CANDLEBARK,Street,,ASPLEY,"A, ASPLEY"
2768,CANDLEWOOD,Court,,STRETTON,"S, STRETTON"
2769,CANDOWIE,Crescent,,KARANA DOWNS,"K, KARANA DOWNS"
2770,CANDYTUFT,Place,,CALAMVALE,"C, CALAMVALE"
2771,CANEBY,Street,,ASHGROVE,"A, ASHGROVE"
2772,CANFIELD,Street,,NATHAN,"N, NATHAN"
2773,CANFIELD,Street,,SALISBURY,"S, SALISBURY"
2774,CANNA,Street,,SUNNYBANK,"S, SUNNYBANK"
2775,CANNES,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
2776,CANNES,Street,,WAKERLEY,"W, WAKERLEY"
2777,CANNING,Close,,WYNNUM WEST,"W, WYNNUM WEST"
2778,CANNING,Court,,KURABY,"K, KURABY"
2779,CANNING,Street,,FOREST LAKE,"F, FOREST LAKE"
2780,CANNING,Street,,HOLLAND PARK,"H, HOLLAND PARK"
2781,CANNONDALE,Street,,CANNON HILL,"C, CANNON HILL"
2782,CANNOW,Street,,FERNY GROVE,"F, FERNY GROVE"
2783,CANONBAR,Street,,STAFFORD,"S, STAFFORD"
2784,CANONBAR,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
2785,CANONGATE,Street,,KENMORE,"K, KENMORE"
2786,CANOPUS,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2787,CANOPUS,Street,,COORPAROO,"C, COORPAROO"
2788,CANOWIE,Road,,JINDALEE,"J, JINDALEE"
2789,CANOWINDRA,Street,,JINDALEE,"J, JINDALEE"
2790,CANSDALE,Street,,YERONGA,"Y, YERONGA"
2791,CANTARELLA,Court,,BELMONT,"B, BELMONT"
2792,CANTER,Street,,MANSFIELD,"M, MANSFIELD"
2793,CANTERBURY,Close,,FOREST LAKE,"F, FOREST LAKE"
2794,CANTERBURY,Place,,THE GAP,"T, THE GAP"
2795,CANTERBURY,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
2796,CANTERBURY,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
2797,CANTON,Court,,MANLY WEST,"M, MANLY WEST"
2798,CANTONI,Place,,RICHLANDS,"R, RICHLANDS"
2799,CANTWELL,Street,,ANSTEAD,"A, ANSTEAD"
2800,CANUMBA,Street,,KOORINGAL,"K, KOORINGAL"
2801,CANVEY,Road,,UPPER KEDRON,"U, UPPER KEDRON"
2802,CAPE ARID PARK,Way,,FITZGIBBON,"F, FITZGIBBON"
2803,CAPE,Street,,HOLLAND PARK,"H, HOLLAND PARK"
2804,CAPE,Street,,PALLARA,"P, PALLARA"
2805,CAPEL,Street,,BRIGHTON,"B, BRIGHTON"
2806,CAPELLA,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2807,CAPELLA,Street,,COORPAROO,"C, COORPAROO"
2808,CAPISTRANO,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
2809,CAPITOL,Drive,,JINDALEE,"J, JINDALEE"
2810,CAPITOL,Drive,,MOUNT OMMANEY,"M, MOUNT OMMANEY"
2811,CAPPARIS,Street,,ALGESTER,"A, ALGESTER"
2812,CAPRI,Lane,,WYNNUM WEST,"W, WYNNUM WEST"
2813,CAPRICE,Court,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
2814,CAPRICORN,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2815,CAPRICORN,Street,,INALA,"I, INALA"
2816,CAPSTAN,Place,,MACGREGOR,"M, MACGREGOR"
2817,CAPTAIN,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
2818,CARA,Close,,MIDDLE PARK,"M, MIDDLE PARK"
2819,CARA,Street,,ASPLEY,"A, ASPLEY"
2820,CARABBEAN,Close,,WYNNUM WEST,"W, WYNNUM WEST"
2821,CARABEEN,Street,,BELLBOWRIE,"B, BELLBOWRIE"
2822,CARABEEN,Street,,MOGGILL,"M, MOGGILL"
2823,CARADOC,Street,,CHANDLER,"C, CHANDLER"
2824,CARATEL,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
2825,CARAVONICA,Court,,CALAMVALE,"C, CALAMVALE"
2826,CARAWA,Street,,ST LUCIA,"S, ST LUCIA"
2827,CARAWAH,Court,,KARANA DOWNS,"K, KARANA DOWNS"
2828,CARAWATHA,Street,,EVERTON PARK,"E, EVERTON PARK"
2829,CARBEEN,Street,,BULIMBA,"B, BULIMBA"
2830,CARBEEN,Street,,MOUNT CROSBY,"M, MOUNT CROSBY"
2831,CARBERRY,Street,,GRANGE,"G, GRANGE"
2832,CARBERRY,Street,,NEWMARKET,"N, NEWMARKET"
2833,CARBETHON,Street,,MANLY,"M, MANLY"
2834,CARBINE,Road,,UPPER BROOKFIELD,"U, UPPER BROOKFIELD"
2835,CARBIS,Street,,NUDGEE,"N, NUDGEE"
2836,CARBONE,Close,,TAIGUM,"T, TAIGUM"
2837,CARBOOL,Close,,KEPERRA,"K, KEPERRA"
2838,CARBORA,Street,,MANSFIELD,"M, MANSFIELD"
2839,CARCOAR,Street,,EVERTON PARK,"E, EVERTON PARK"
2840,CARDELL,Place,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
2841,CARDELL,Place,,PULLENVALE,"P, PULLENVALE"
2842,CARDIFF,Close,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2843,CARDIFF,Road,,DARRA,"D, DARRA"
2844,CARDIFF,Street,,MORNINGSIDE,"M, MORNINGSIDE"
2845,CARDIGAN,Parade,,MANLY,"M, MANLY"
2846,CARDIGAN,Place,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
2847,CARDINAL,Street,,BOONDALL,"B, BOONDALL"
2848,CARDONESS,Street,,CARINDALE,"C, CARINDALE"
2849,CARDROSS,Street,,YEERONGPILLY,"Y, YEERONGPILLY"
2850,CARDROSS,Street,,YERONGA,"Y, YERONGA"
2851,CARDWELL,Street,,FOREST LAKE,"F, FOREST LAKE"
2852,CARDWELLIA,Street,,ALGESTER,"A, ALGESTER"
2853,CARELLEN,Street,,RUNCORN,"R, RUNCORN"
2854,CAREW,Street,,NUNDAH,"N, NUNDAH"
2855,CAREX,Street,,BELLBOWRIE,"B, BELLBOWRIE"
2856,CAREY,Street,,BARDON,"B, BARDON"
2857,CARFIN,Street,,ASCOT,"A, ASCOT"
2858,CARIBBEA,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
2859,CARIBBEA,Street,,KURABY,"K, KURABY"
2860,CARIBBEAN,Street,,BALD HILLS,"B, BALD HILLS"
2861,CARIBBEAN,Street,,KEPERRA,"K, KEPERRA"
2862,CARIBOU,Crescent,,FITZGIBBON,"F, FITZGIBBON"
2863,CARICA,Street,,RUNCORN,"R, RUNCORN"
2864,CARIDES,Place,,MCDOWALL,"M, MCDOWALL"
2865,CARINDALE,Street,,CARINDALE,"C, CARINDALE"
2866,CARINGAL,Drive,,KARANA DOWNS,"K, KARANA DOWNS"
2867,CARINGBAH,Street,,WAKERLEY,"W, WAKERLEY"
2868,CARINO,Close,,THE GAP,"T, THE GAP"
2869,CARINYA,Crescent,,KARANA DOWNS,"K, KARANA DOWNS"
2870,CARINYA,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
2871,CARISBROOK,Circuit,,FOREST LAKE,"F, FOREST LAKE"
2872,CARISBROOK,Street,,ROCKLEA,"R, ROCKLEA"
2873,CARISSA,Place,,CHAPEL HILL,"C, CHAPEL HILL"
2874,CARISSA,Street,,SINNAMON PARK,"S, SINNAMON PARK"
2875,CARL,Place,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
2876,CARL,Place,,KURABY,"K, KURABY"
2877,CARL,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
2878,CARLI,Court,,KEPERRA,"K, KEPERRA"
2879,CARLIA,Street,,WYNNUM WEST,"W, WYNNUM WEST"
2880,CARLILE,Place,,WYNNUM WEST,"W, WYNNUM WEST"
2881,CARLILL,Lane,,HEMMANT,"H, HEMMANT"
2882,CARLISLE,Place,,PARKINSON,"P, PARKINSON"
2883,CARLOCH,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
2884,CARLOW,Street,,WEST END,"W, WEST END"
2885,CARLTON,Court,,CARINDALE,"C, CARINDALE"
2886,CARLTON,Street,,HIGHGATE HILL,"H, HIGHGATE HILL"
2887,CARLTON,Terrace,,MANLY,"M, MANLY"
2888,CARLTON,Terrace,,WYNNUM,"W, WYNNUM"
2889,CARLYLE,Road,,BOONDALL,"B, BOONDALL"
2890,CARLYLE,Street,,PADDINGTON,"P, PADDINGTON"
2891,CARLYLE,Street,,RED HILL,"R, RED HILL"
2892,CARLYLE,Street,,SEVENTEEN MILE ROCKS,"S, SEVENTEEN MILE ROCKS"
2893,CARMEL,Close,,BOONDALL,"B, BOONDALL"
2894,CARMEL,Place,,CALAMVALE,"C, CALAMVALE"
2895,CARMEL,Street,,BARDON,"B, BARDON"
2896,CARMICHAEL,Court,,WYNNUM WEST,"W, WYNNUM WEST"
2897,CARMODY,Close,,NUDGEE,"N, NUDGEE"
2898,CARMODY,Road,,ST LUCIA,"S, ST LUCIA"
2899,CARNABY,Street,,MACGREGOR,"M, MACGREGOR"
2900,CARNAC,Street,,WISHART,"W, WISHART"
2901,CARNARVON,Close,,FOREST LAKE,"F, FOREST LAKE"
2902,CARNARVON,Crescent,,FITZGIBBON,"F, FITZGIBBON"
2903,CARNARVON,Road,,INDOOROOPILLY,"I, INDOOROOPILLY"
2904,CARNARVON,Way,,MURARRIE,"M, MURARRIE"
2905,CARNATION,Crescent,,CALAMVALE,"C, CALAMVALE"
2906,CARNATION,Road,,MANLY WEST,"M, MANLY WEST"
2907,CARNATION,Street,,WYNNUM,"W, WYNNUM"
2908,CARNEGIE,Close,,FOREST LAKE,"F, FOREST LAKE"
2909,CARNEGIE,Close,,PARKINSON,"P, PARKINSON"
2910,CARNEGIE,Court,,CARINDALE,"C, CARINDALE"
2911,CARNEGIE,Street,,WESTLAKE,"W, WESTLAKE"
2912,CARNELIAN,Street,,HOLLAND PARK,"H, HOLLAND PARK"
2913,CARNOT,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
2914,CARNOUSTIE,Court,,INDOOROOPILLY,"I, INDOOROOPILLY"
2915,CARNOUSTIE,Court,,KARANA DOWNS,"K, KARANA DOWNS"
2916,CARNOUSTIE,Place,,CARINDALE,"C, CARINDALE"
2917,CARNOUSTIE,Street,,MACGREGOR,"M, MACGREGOR"
2918,CARNTYNE,Street,,MORNINGSIDE,"M, MORNINGSIDE"
2919,CAROB,Close,,MIDDLE PARK,"M, MIDDLE PARK"
2920,CAROLINA,Parade,,FOREST LAKE,"F, FOREST LAKE"
2921,CAROLINE,Street,,ANNERLEY,"A, ANNERLEY"
2922,CAROLINE,Street,,PADDINGTON,"P, PADDINGTON"
2923,CAROLYN,Place,,FERNY GROVE,"F, FERNY GROVE"
2924,CARONGA,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
2925,CAROWELL,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
2926,CARPENTARIA,Place,,RUNCORN,"R, RUNCORN"
2927,CARPENTARIA,Way,,FOREST LAKE,"F, FOREST LAKE"
2928,CARR,Street,,BULIMBA,"B, BULIMBA"
2929,CARR,Street,,HAWTHORNE,"H, HAWTHORNE"
2930,CARR,Street,,ST LUCIA,"S, ST LUCIA"
2931,CARRAK,Close,,JINDALEE,"J, JINDALEE"
2932,CARRAMAR,Street,,MORNINGSIDE,"M, MORNINGSIDE"
2933,CARRANYA,Street,,CAMP HILL,"C, CAMP HILL"
2934,CARRARA,Street,,HOLLAND PARK,"H, HOLLAND PARK"
2935,CARRARA,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
2936,CARRAWAY,Street,,KELVIN GROVE,"K, KELVIN GROVE"
2937,CARRIAGE,Street,,BOWEN HILLS,"B, BOWEN HILLS"
2938,CARRIBIN,Street,,ALGESTER,"A, ALGESTER"
2939,CARRICK,Place,,FERNY GROVE,"F, FERNY GROVE"
2940,CARRIE,Street,,ZILLMERE,"Z, ZILLMERE"
2941,CARRINGTON,Court,,ALGESTER,"A, ALGESTER"
2942,CARRINGTON,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2943,CARRINGTON,Place,,CARINDALE,"C, CARINDALE"
2944,CARRINGTON,Place,,HOLLAND PARK,"H, HOLLAND PARK"
2945,CARRINGTON,Road,,INDOOROOPILLY,"I, INDOOROOPILLY"
2946,CARRINGTON,Street,,AUCHENFLOWER,"A, AUCHENFLOWER"
2947,CARRINGTON,Street,,PADDINGTON,"P, PADDINGTON"
2948,CARROL,Lane,,SPRING HILL,"S, SPRING HILL"
2949,CARROLL,Crescent,,GRANGE,"G, GRANGE"
2950,CARROLL,Street,,BARDON,"B, BARDON"
2951,CARRON,Court,,RUNCORN,"R, RUNCORN"
2952,CARSELDINE,Road,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2953,CARSELGROVE,Avenue,,FITZGIBBON,"F, FITZGIBBON"
2954,CARSON,Street,,MOOROOKA,"M, MOOROOKA"
2955,CARTELA,Street,,JINDALEE,"J, JINDALEE"
2956,CARTER,Street,,NORTHGATE,"N, NORTHGATE"
2957,CARTHONIA,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
2958,CARTWRIGHT,Street,,TAIGUM,"T, TAIGUM"
2959,CARTWRIGHT,Street,,WINDSOR,"W, WINDSOR"
2960,CARUSO,Place,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
2961,CARVILLE,Street,,ANNERLEY,"A, ANNERLEY"
2962,CARWELL,Street,,JINDALEE,"J, JINDALEE"
2963,CARWOOLA,Street,,BARDON,"B, BARDON"
2964,CARY,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
2965,CASCADE,Close,,RIVERHILLS,"R, RIVERHILLS"
2966,CASCADE,Drive,,FOREST LAKE,"F, FOREST LAKE"
2967,CASCADE,Lane,,FITZGIBBON,"F, FITZGIBBON"
2968,CASCADE,Place,,UPPER KEDRON,"U, UPPER KEDRON"
2969,CASEY,Street,,KEPERRA,"K, KEPERRA"
2970,CASH,Street,,MANLY WEST,"M, MANLY WEST"
2971,CASHEL,Street,,TINGALPA,"T, TINGALPA"
2972,CASHMERE,Street,,KEPERRA,"K, KEPERRA"
2973,CASKEY,Street,,MOOROOKA,"M, MOOROOKA"
2974,CASMARIA,Street,,MANSFIELD,"M, MANSFIELD"
2975,CASSANDRA,Crescent,,BELMONT,"B, BELMONT"
2976,CASSANDRA,Street,,CHAPEL HILL,"C, CHAPEL HILL"
2977,CASSATT,Place,,FOREST LAKE,"F, FOREST LAKE"
2978,CASSIA,Lane,,YERONGA,"Y, YERONGA"
2979,CASSIA,Place,,STRETTON,"S, STRETTON"
2980,CASSIA,Place,,TAIGUM,"T, TAIGUM"
2981,CASSIA,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2982,CASSIA,Street,,INALA,"I, INALA"
2983,CASSIDY,Crescent,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
2984,CASSIM,Way,,TINGALPA,"T, TINGALPA"
2985,CASSIMATY,Street,,FERNY GROVE,"F, FERNY GROVE"
2986,CASSIOPEIA,Place,,WYNNUM,"W, WYNNUM"
2987,CASSON,Street,,WISHART,"W, WISHART"
2988,CASSOWARY,Street,,DOOLANDELLA,"D, DOOLANDELLA"
2989,CASTAMORE,Way,,RICHLANDS,"R, RICHLANDS"
2990,CASTILE,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
2991,CASTLE HILL,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
2992,CASTLE,Street,,FAIRFIELD,"F, FAIRFIELD"
2993,CASTLE,Street,,KEDRON,"K, KEDRON"
2994,CASTLEBAR,Street,,KANGAROO POINT,"K, KANGAROO POINT"
2995,CASTLECOR,Street,,FERNY GROVE,"F, FERNY GROVE"
2996,CASTLEHAVEN,Close,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
2997,CASTLEMAINE,Street,,COORPAROO,"C, COORPAROO"
2998,CASTLEMAINE,Street,,MILTON,"M, MILTON"
2999,CASTLEMAINE,Street,,PADDINGTON,"P, PADDINGTON"
3000,CASTLEREA,Street,,TINGALPA,"T, TINGALPA"
3001,CASTLEREAGH,Place,,ANSTEAD,"A, ANSTEAD"
3002,CASTLETON,Street,,HAMILTON,"H, HAMILTON"
3003,CASTLEWOOD,Close,,KENMORE HILLS,"K, KENMORE HILLS"
3004,CASTLING,Street,,EVERTON PARK,"E, EVERTON PARK"
3005,CASTLING,Street,,STAFFORD,"S, STAFFORD"
3006,CASTOR,Avenue,,COORPAROO,"C, COORPAROO"
3007,CASTOR,Road,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
3008,CASUARINA,Circuit,,HEATHWOOD,"H, HEATHWOOD"
3009,CASUARINA,Close,,BELLBOWRIE,"B, BELLBOWRIE"
3010,CASUARINA,Crescent,,CALAMVALE,"C, CALAMVALE"
3011,CASUARINA,Place,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
3012,CASUARINA,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
3013,CASUARINA,Street,,SEVENTEEN MILE ROCKS,"S, SEVENTEEN MILE ROCKS"
3014,CASWELL,Street,,EAST BRISBANE,"E, EAST BRISBANE"
3015,CATALINA,Circuit,,FOREST LAKE,"F, FOREST LAKE"
3016,CATALINA,Crescent,,MOGGILL,"M, MOGGILL"
3017,CATALPA,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
3018,CATAMARAN,Street,,MANLY WEST,"M, MANLY WEST"
3019,CATANIA,Street,,MANSFIELD,"M, MANSFIELD"
3020,CATANIA,Street,,WISHART,"W, WISHART"
3021,CATANIA,Street,South,WISHART,"W, WISHART"
3022,CATER,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
3023,CATHBEN,Court,,WYNNUM WEST,"W, WYNNUM WEST"
3024,CATHEDRAL,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
3025,CATHERINE,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
3026,CATHIE,Street,,PETRIE TERRACE,"P, PETRIE TERRACE"
3027,CATTIGER,Street,,RICHLANDS,"R, RICHLANDS"
3028,CAULFIELD,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
3029,CAVALIER,Close,,BALD HILLS,"B, BALD HILLS"
3030,CAVALLARO,Street,,ROBERTSON,"R, ROBERTSON"
3031,CAVAN,Street,,ANNERLEY,"A, ANNERLEY"
3032,CAVAN,Street,,TARRAGINDI,"T, TARRAGINDI"
3033,CAVANAUGH,Street,,WYNNUM WEST,"W, WYNNUM WEST"
3034,CAVELL,Terrace,,ASHGROVE,"A, ASHGROVE"
3035,CAVENDISH,Place,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
3036,CAVENDISH,Road,,COORPAROO,"C, COORPAROO"
3037,CAVENDISH,Road,,HOLLAND PARK,"H, HOLLAND PARK"
3038,CAVENDISH,Road,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
3039,CAVENDISH,Street,,NUNDAH,"N, NUNDAH"
3040,CAVILL,Place,,RUNCORN,"R, RUNCORN"
3041,CAVILLON,Street,,HOLLAND PARK,"H, HOLLAND PARK"
3042,CAWARRA,Street,,CARSELDINE,"C, CARSELDINE"
3043,CAWMORE,Road,,HAWTHORNE,"H, HAWTHORNE"
3044,CAXTON,Street,,MILTON,"M, MILTON"
3045,CAXTON,Street,,PADDINGTON,"P, PADDINGTON"
3046,CAXTON,Street,,PETRIE TERRACE,"P, PETRIE TERRACE"
3047,CAYLEY,Street,,EVERTON PARK,"E, EVERTON PARK"
3048,CAYMAN,Place,,FOREST LAKE,"F, FOREST LAKE"
3049,CECIL,Road,,BARDON,"B, BARDON"
3050,CECIL,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
3051,CECILE,Street,,BALMORAL,"B, BALMORAL"
3052,CECILIA,Close,,CARINA HEIGHTS,"C, CARINA HEIGHTS"
3053,CEDAR CREEK,Road,,UPPER KEDRON,"U, UPPER KEDRON"
3054,CEDAR WOOD,Close,,MOGGILL,"M, MOGGILL"
3055,CEDAR,Close,,FOREST LAKE,"F, FOREST LAKE"
3056,CEDAR,Close,,MACKENZIE,"M, MACKENZIE"
3057,CEDAR,Court,,BROOKFIELD,"B, BROOKFIELD"
3058,CEDAR,Place,,STRETTON,"S, STRETTON"
3059,CEDAR,Place,,THE GAP,"T, THE GAP"
3060,CEDAR,Street,,CANNON HILL,"C, CANNON HILL"
3061,CEDAR,Street,,GREENSLOPES,"G, GREENSLOPES"
3062,CEDAR,Street,,WYNNUM,"W, WYNNUM"
3063,CEDARA,Street,,ALGESTER,"A, ALGESTER"
3064,CEDARBIRD,Court,,WISHART,"W, WISHART"
3065,CEDARHURST,Street,,THE GAP,"T, THE GAP"
3066,CEDARLEIGH,Road,,KENMORE,"K, KENMORE"
3067,CEDARLEIGH,Road,,KENMORE HILLS,"K, KENMORE HILLS"
3068,CEDARWOOD,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
3069,CEDLEN,Street,,CAMP HILL,"C, CAMP HILL"
3070,CEDRELA,Place,,ALGESTER,"A, ALGESTER"
3071,CEDRELA,Street,,MOGGILL,"M, MOGGILL"
3072,CEDRUS,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
3073,CELADON,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
3074,CELEBES,Close,,TINGALPA,"T, TINGALPA"
3075,CELEBRATION,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
3076,CELESTE,Court,,WYNNUM WEST,"W, WYNNUM WEST"
3077,CELESTIAL,Court,,CARINA,"C, CARINA"
3078,CELIA,Street,,ASHGROVE,"A, ASHGROVE"
3079,CELICA,Street,,RUNCORN,"R, RUNCORN"
3080,CELLES,Street,,BRIGHTON,"B, BRIGHTON"
3081,CELTIC,Street,,COOPERS PLAINS,"C, COOPERS PLAINS"
3082,CELTIS,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
3083,CEMETERY,Road,,UPPER KEDRON,"U, UPPER KEDRON"
3084,CENTAURUS,Street,,INALA,"I, INALA"
3085,CENTENARY,Highway,,JINDALEE,"J, JINDALEE"
3086,CENTENARY,Highway,,RICHLANDS,"R, RICHLANDS"
3087,CENTENARY,Highway,,SINNAMON PARK,"S, SINNAMON PARK"
3088,CENTENARY,Highway,,SUMNER,"S, SUMNER"
3089,CENTENNIAL,Way,,FOREST LAKE,"F, FOREST LAKE"
3090,CENTRAL,Avenue,,DEAGON,"D, DEAGON"
3091,CENTRAL,Avenue,,INDOOROOPILLY,"I, INDOOROOPILLY"
3092,CENTRAL,Avenue,,MOUNT OMMANEY,"M, MOUNT OMMANEY"
3093,CENTRAL,Avenue,,PADDINGTON,"P, PADDINGTON"
3094,CENTRAL,Avenue,,SHERWOOD,"S, SHERWOOD"
3095,CENTRAL,Avenue,,ST LUCIA,"S, ST LUCIA"
3096,CENTRAL,Avenue,,TARINGA,"T, TARINGA"
3097,CENTRAL,Street,,CALAMVALE,"C, CALAMVALE"
3098,CENTRAL,Street,,FOREST LAKE,"F, FOREST LAKE"
3099,CENTRAL,Street,,UPPER KEDRON,"U, UPPER KEDRON"
3100,CENTRE,Street,,ASPLEY,"A, ASPLEY"
3101,CENTURION,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
